date,symbol,price
2024-11-21,IVV,588.93212890625
2024-11-22,IVV,590.877197265625
2024-11-25,IVV,592.624755859375
2024-11-26,IVV,596.1200561523438
2024-11-27,IVV,594.20458984375
2024-11-29,IVV,597.4134521484375
2024-12-02,IVV,599.0326538085938
2024-12-03,IVV,599.279541015625
2024-12-04,IVV,602.9722290039062
2024-12-05,IVV,602.014404296875
2024-12-06,IVV,603.1005249023438
2024-12-09,IVV,599.9903564453125
2024-12-10,IVV,598.252685546875
2024-12-11,IVV,602.863525390625
2024-12-12,IVV,599.66455078125
2024-12-13,IVV,599.5559692382812
2024-12-16,IVV,602.1132202148438
2024-12-17,IVV,599.4915161132812
2024-12-18,IVV,581.8649291992188
2024-12-19,IVV,581.4389038085938
2024-12-20,IVV,587.8792114257812
2024-12-23,IVV,592.1495971679688
2024-12-24,IVV,598.807861328125
2024-12-26,IVV,598.5205078125
2024-12-27,IVV,592.0406494140625
2024-12-30,IVV,585.55078125
2024-12-31,IVV,583.2718505859375
2025-01-02,IVV,582.05322265625
2025-01-03,IVV,589.1473388671875
2025-01-06,IVV,592.803466796875
2025-01-07,IVV,586.1353759765625
2025-01-08,IVV,586.7496948242188
2025-01-10,IVV,577.9710693359375
2025-01-13,IVV,578.813232421875
2025-01-14,IVV,579.6157836914062
2025-01-15,IVV,590.1580200195312
2025-01-16,IVV,589.1573486328125
2025-01-17,IVV,594.7454833984375
2025-01-21,IVV,600.1355590820312
2025-01-22,IVV,603.7024536132812
2025-01-23,IVV,607.0712890625
2025-01-24,IVV,605.27783203125
2025-01-27,IVV,596.8361206054688
2025-01-28,IVV,601.9090576171875
2025-01-29,IVV,599.352783203125
2025-01-30,IVV,602.3549194335938
2025-01-31,IVV,599.1050415039062
2025-02-03,IVV,595.1616821289062
2025-02-04,IVV,599.134765625
2025-02-05,IVV,601.5919799804688
2025-02-06,IVV,603.8015747070312
2025-02-07,IVV,598.2529907226562
2025-02-10,IVV,602.1666870117188
2025-02-11,IVV,602.6422729492188
2025-02-12,IVV,600.640869140625
2025-02-13,IVV,607.0414428710938
2025-02-14,IVV,607.0514526367188
2025-02-18,IVV,608.8348388671875
2025-02-19,IVV,610.1922607421875
2025-02-20,IVV,607.82421875
2025-02-21,IVV,597.3314819335938
2025-02-24,IVV,594.4879150390625
2025-02-25,IVV,591.5947875976562
2025-02-26,IVV,591.7929077148438
2025-02-27,IVV,582.3801879882812
2025-02-28,IVV,591.5551147460938
2025-03-03,IVV,581.3992309570312
2025-03-04,IVV,574.38427734375
2025-03-05,IVV,580.676025390625
2025-03-06,IVV,570.2525634765625
2025-03-07,IVV,573.1953735351562
2025-03-10,IVV,558.2637939453125
2025-03-11,IVV,553.5078735351562
2025-03-12,IVV,556.32177734375
2025-03-13,IVV,548.9699096679688
2025-03-14,IVV,560.3642578125
2025-03-17,IVV,564.3770141601562
2025-03-18,IVV,558.4981689453125
2025-03-19,IVV,564.5410766601562
2025-03-20,IVV,563.27880859375
2025-03-21,IVV,563.1198120117188
2025-03-24,IVV,573.1978759765625
2025-03-25,IVV,574.4303588867188
2025-03-26,IVV,567.9302368164062
2025-03-27,IVV,566.1412353515625
2025-03-28,IVV,554.71142578125
2025-03-31,IVV,558.4684448242188
2025-04-01,IVV,560.3369750976562
2025-04-02,IVV,563.7360229492188
2025-04-03,IVV,536.771728515625
2025-04-04,IVV,504.5099487304687
2025-04-07,IVV,503.2874450683594
2025-04-08,IVV,495.7537231445313
2025-04-09,IVV,542.9140014648438
2025-04-10,IVV,523.8411254882812
2025-04-11,IVV,533.7005615234375
2025-04-14,IVV,538.212890625
2025-04-15,IVV,536.8909912109375
2025-04-16,IVV,524.91455078125
2025-04-17,IVV,525.4412841796875
2025-04-21,IVV,513.2263793945312
2025-04-22,IVV,526.14697265625
2025-04-23,IVV,534.5652465820312
2025-04-24,IVV,545.8657836914062
2025-04-25,IVV,549.8115844726562
2025-04-28,IVV,550.0501098632812
2025-04-29,IVV,553.5486450195312
2025-04-30,IVV,554.552490234375
2025-05-01,IVV,557.6832275390625
2025-05-02,IVV,565.8629760742188
2025-05-05,IVV,562.7122802734375
2025-05-06,IVV,558.1105346679688
2025-05-07,IVV,560.3269653320312
2025-05-08,IVV,563.865234375
2025-05-09,IVV,563.4279174804688
2025-05-12,IVV,582.1329956054688
2025-05-13,IVV,586.337158203125
2025-05-14,IVV,586.675048828125
2025-05-15,IVV,589.5573120117188
2025-05-16,IVV,593.393798828125
2025-05-19,IVV,594.13916015625
2025-05-20,IVV,591.9328002929688
2025-05-21,IVV,582.0932006835938
2025-05-22,IVV,582.1826782226562
2025-05-23,IVV,578.4456787109375
2025-05-27,IVV,590.312744140625
2025-05-28,IVV,586.8341064453125
2025-05-29,IVV,589.1598510742188
2025-05-30,IVV,588.53369140625
2025-06-02,IVV,591.95263671875
2025-06-03,IVV,595.272216796875
2025-06-04,IVV,595.1132202148438
2025-06-05,IVV,592.3402709960938
2025-06-06,IVV,598.323486328125
2025-06-09,IVV,598.8900756835938
2025-06-10,IVV,602.3289184570312
2025-06-11,IVV,600.619384765625
2025-06-12,IVV,602.8059692382812
2025-06-13,IVV,596.126953125
2025-06-16,IVV,601.9464721679688
2025-06-17,IVV,596.9614868164062
2025-06-18,IVV,596.8218994140625
2025-06-20,IVV,594.8677368164062
2025-06-23,IVV,601.118896484375
2025-06-24,IVV,607.67919921875
2025-06-25,IVV,608.1278686523438
2025-06-26,IVV,612.9133911132812
2025-06-27,IVV,615.6052856445312
2025-06-30,IVV,619.0349731445312
2025-07-01,IVV,618.8056030273438
2025-07-02,IVV,621.54736328125
2025-07-03,IVV,626.2830810546875
2025-07-07,IVV,621.9561767578125
2025-07-08,IVV,621.4577026367188
2025-07-09,IVV,625.1465454101562
2025-07-10,IVV,626.9610595703125
2025-07-11,IVV,624.5582885742188
2025-07-14,IVV,625.8543701171875
2025-07-15,IVV,623.1126708984375
2025-07-16,IVV,625.3659057617188
2025-07-17,IVV,629.0347900390625
2025-07-18,IVV,628.7755737304688
2025-07-21,IVV,629.8323974609375
2025-07-22,IVV,629.8424072265625
2025-07-23,IVV,635.4156494140625
2025-07-24,IVV,635.6648559570312
